section14,rowID,code14,code16,label16
Pre-Election Survey Contextual Variables,458,CurrentHouseParty,CurrentHouseParty,Current House Party
Pre-Election Survey Contextual Variables,459,,CurrentSen1Gender,Current Senate 1 Gender
Pre-Election Survey Contextual Variables,460,,CurrentSen1Name,Current Senate 1 Name
Pre-Election Survey Contextual Variables,461,CurrentSen1Party,CurrentSen1Party,Current Senate 1 Party
Pre-Election Survey Contextual Variables,462,,CurrentSen2Gender,Current Senate 2 Gender
Pre-Election Survey Contextual Variables,463,,CurrentSen2Name,Current Senate 2 Name
Pre-Election Survey Contextual Variables,464,CurrentSen2Party,CurrentSen2Party,Current Senate 2 Party
Pre-Election Survey Contextual Variables,465,GovCand1Incumbent,GovCand1Incumbent,Governor Candidate 1 Incumbent
Pre-Election Survey Contextual Variables,466,,GovCand1Name,Governor Candidate 1 Name
Pre-Election Survey Contextual Variables,467,GovCand1Party,GovCand1Party,Governor Candidate 1 Party
Pre-Election Survey Contextual Variables,468,GovCand2Incumbent,,Governor Candidate 2 Incumbent
Pre-Election Survey Contextual Variables,469,,GovCand2Name,Governor Candidate 2 Name
Pre-Election Survey Contextual Variables,470,GovCand2Party,GovCand2Party,Governor Candidate 2 Party
Pre-Election Survey Contextual Variables,471,,GovCand3Name,Governor Candidate 3 Name
Pre-Election Survey Contextual Variables,472,,GovCand3Party,Governor Candidate 3 Party
Pre-Election Survey Contextual Variables,473,HouseCand1Gender,,House Candidate 1 Gender
Pre-Election Survey Contextual Variables,474,HouseCand1IncumbentNum,HouseCand1Incumbent,House Candidate 1 Incumbent
Pre-Election Survey Contextual Variables,475,,HouseCand1Name,House Candidate 1 Name
Pre-Election Survey Contextual Variables,476,HouseCand1Party,HouseCand1Party,House Candidate 1 Party
Pre-Election Survey Contextual Variables,477,HouseCand2Gender,,House Candidate 2 Gender
Pre-Election Survey Contextual Variables,478,HouseCand2IncumbentNum,HouseCand2Incumbent,House Candidate 2 Incumbent
Pre-Election Survey Contextual Variables,479,,HouseCand2Name,House Candidate 2 Name
Pre-Election Survey Contextual Variables,480,HouseCand2Party,HouseCand2Party,House Candidate 2 Party
Pre-Election Survey Contextual Variables,481,HouseCandidate3Gender,,House Candidate 3 Gender
Pre-Election Survey Contextual Variables,482,HouseCandidate3Incumbent,,House Candidate 3 Incumbent
Pre-Election Survey Contextual Variables,483,,HouseCand3Name,House Candidate 3 Name
Pre-Election Survey Contextual Variables,484,HouseCand3Party,HouseCand3Party,House Candidate 3 Party
Pre-Election Survey Contextual Variables,485,,HouseCand4Name,House Candidate 4 Name
Pre-Election Survey Contextual Variables,486,,HouseCand4Party,House Candidate 4 Party
Pre-Election Survey Contextual Variables,487,,HouseCand5Name,House Candidate 5 Name
Pre-Election Survey Contextual Variables,488,,HouseCand5Party,House Candidate 5 Party
Pre-Election Survey Contextual Variables,489,,HouseCand6Name,House Candidate 6 Name
Pre-Election Survey Contextual Variables,490,,HouseCand6Party,House Candidate 6 Party
Pre-Election Survey Contextual Variables,491,,HouseCand7Name,House Candidate 7 Name
Pre-Election Survey Contextual Variables,492,,HouseCand7Party,House Candidate 7 Party
Pre-Election Survey Contextual Variables,493,,HouseCand8Name,House Candidate 8 Name
Pre-Election Survey Contextual Variables,494,,HouseCand8Party,House Candidate 8 Party
Pre-Election Survey Contextual Variables,495,,HouseCand9Name,House Candidate 9 Name
Pre-Election Survey Contextual Variables,496,,HouseCand9Party,House Candidate 9 Party
Pre-Election Survey Contextual Variables,497,,HouseCand10Name,House Candidate 10 Name
Pre-Election Survey Contextual Variables,498,,HouseCand10Party,House Candidate 10 Party
Pre-Election Survey Contextual Variables,499,,HouseCand11Name,House Candidate 11 Name
Pre-Election Survey Contextual Variables,500,,HouseCand11Party,House Candidate 11 Party
Pre-Election Survey Contextual Variables,501,,LegName,Legislature name
Pre-Election Survey Contextual Variables,502,,LowerChamberName,Lower chamber name
Pre-Election Survey Contextual Variables,503,SenCand1Gender,,Senate Candidate 1 Gender
Pre-Election Survey Contextual Variables,504,SenCand1Incumbent,SenCand1Incumbent,Senate Candidate 1 Incumbent
Pre-Election Survey Contextual Variables,505,,SenCand1Name,Senate Candidate 1 Name
Pre-Election Survey Contextual Variables,506,SenCand1Party,SenCand1Party,Senate Candidate 1 Party
Pre-Election Survey Contextual Variables,507,SenateCand2Gender,,Senate Candidate 2 Gender
Pre-Election Survey Contextual Variables,508,SenCand2Incumbent,SenCand2Incumbent,Senate Candidate 2 Incumbent
Pre-Election Survey Contextual Variables,509,,SenCand2Name,Senate Candidate 2 Name
Pre-Election Survey Contextual Variables,510,SenCand2Party,SenCand2Party,Senate Candidate 2 Party
Pre-Election Survey Contextual Variables,511,SenCand3Gender,,Senate Candidate 3 Gender
Pre-Election Survey Contextual Variables,512,,SenCand3Name,Senate Candidate 3 Name
Pre-Election Survey Contextual Variables,513,SenCand3Party,SenCand3Party,Senate Candidate 3 Party
Pre-Election Survey Contextual Variables,514,,SenCand4Name,Senate Candidate 4 Name
Pre-Election Survey Contextual Variables,515,,SenCand4Party,Senate Candidate 4 Party
Post-Election Survey Contextual Variables,516,CurrentGovParty_post,CurrentGovParty_post,Current Governor Party - post
Post-Election Survey Contextual Variables,517,CurrentHouseFreshman_post,,Current House Freshman
Post-Election Survey Contextual Variables,518,CurrentHouseGender_post,CurrentHouseGender_post,Current House Gender - post
Post-Election Survey Contextual Variables,519,,CurrentHouseName_post,Current House Name - post
Post-Election Survey Contextual Variables,520,CurrentHouseParty_post,CurrentHouseParty_post,Current House Party - post
Post-Election Survey Contextual Variables,521,CurrentHouseRetiring_post,,Current House Retiring
Post-Election Survey Contextual Variables,522,,CurrentSen1Gender_post,Current Senate 1 Gender - post
Post-Election Survey Contextual Variables,523,,CurrentSen1Name_post,Current Senate 1 Name - post
Post-Election Survey Contextual Variables,524,CurrentSen1Party_post,CurrentSen1Party_post,Current Senate 1 Party - post
Post-Election Survey Contextual Variables,525,,CurrentSen2Gender_post,Current Senate 2 Gender - post
Post-Election Survey Contextual Variables,526,,CurrentSen2Name_post,Current Senate 2 Name - post
Post-Election Survey Contextual Variables,527,CurrenSen2Party_post,CurrentSen2Party_post,Current Senate 2 Party - post
Post-Election Survey Contextual Variables,528,GovCand1Incumbent_post,GovCand1Incumbent_post,Governor Candidate 1 Incumbent - post
Post-Election Survey Contextual Variables,529,,GovCand1Name_post,Governor Candidate 1 Name - post
Post-Election Survey Contextual Variables,530,GovCand1Party_post,GovCand1Party_post,Governor Candidate 1 Party - post
Post-Election Survey Contextual Variables,531,GovCand2Incumbent_post,GovCand2Incumbent_post,Governor Candidate 2 Incumbent - post
Post-Election Survey Contextual Variables,532,,GovCand2Name_post,Governor Candidate 2 Name - post
Post-Election Survey Contextual Variables,533,GovCand2Party_post,GovCand2Party_post,Governor Candidate 2 Party - post
Post-Election Survey Contextual Variables,534,,GovCand3Name_post,Governor Candidate 3 Name - post
Post-Election Survey Contextual Variables,535,,GovCand3Party_post,Governor Candidate 3 Party - post
Post-Election Survey Contextual Variables,536,HouseCand1Gender_post,,House Candidate 1 Gender
Post-Election Survey Contextual Variables,537,HouseCand1Incumbent_post,HouseCand1Incumbent_post,House Candidate 1 Incumbent - post
Post-Election Survey Contextual Variables,538,,HouseCand1Name_post,House Candidate 1 Name - post
Post-Election Survey Contextual Variables,539,HouseCand1Party_post,HouseCand1Party_post,House Candidate 1 Party - post
Post-Election Survey Contextual Variables,540,HouseCand2Gender_post,,House Candidate 2 Gender
Post-Election Survey Contextual Variables,541,HouseCand2Incumbent_post,HouseCand2Incumbent_post,House Candidate 2 Incumbent - post
Post-Election Survey Contextual Variables,542,,HouseCand2Name_post,House Candidate 2 Name - post
Post-Election Survey Contextual Variables,543,HouseCand2Party_post,HouseCand2Party_post,House Candidate 2 Party - post
Post-Election Survey Contextual Variables,544,HouseCand3Gender_post,,House Candidate 3 Gender
Post-Election Survey Contextual Variables,545,,HouseCand3Name_post,House Candidate 3 Name - post
Post-Election Survey Contextual Variables,546,HouseCand3Party_post,HouseCand3Party_post,House Candidate 3 Party - post
Post-Election Survey Contextual Variables,547,,HouseCand4Name_post,House Candidate 4 Name - post
Post-Election Survey Contextual Variables,548,,HouseCand4Party_post,House Candidate 4 Party - post
Post-Election Survey Contextual Variables,549,,HouseCand5Name_post,House Candidate 5 Name - post
Post-Election Survey Contextual Variables,550,,HouseCand5Party_post,House Candidate 5 Party - post
Post-Election Survey Contextual Variables,551,,HouseCand6Name_post,House Candidate 6 Name - post
Post-Election Survey Contextual Variables,552,,HouseCand6Party_post,House Candidate 6 Party - post
Post-Election Survey Contextual Variables,553,,HouseCand7Name_post,House Candidate 7 Name - post
Post-Election Survey Contextual Variables,554,,HouseCand7Party_post,House Candidate 7 Party - post
Post-Election Survey Contextual Variables,555,,HouseCand8Name_post,House Candidate 8 Name - post
Post-Election Survey Contextual Variables,556,,HouseCand8Party_post,House Candidate 8 Party - post
Post-Election Survey Contextual Variables,557,,HouseCand8Name_post,House Candidate 9 Name - post
Post-Election Survey Contextual Variables,558,,HouseCand9Party_post,House Candidate 9 Party - post
Post-Election Survey Contextual Variables,559,,HouseCand9Name_post,House Candidate 10 Name - post
Post-Election Survey Contextual Variables,560,,HouseCand10Party_post,House Candidate 10 Party - post
Post-Election Survey Contextual Variables,561,,HouseCand10Name_post,House Candidate 11 Name - post
Post-Election Survey Contextual Variables,562,,HouseCand11Party_post,House Candidate 11 Party - post
Post-Election Survey Contextual Variables,563,,HouseCand11Name_post,House Candidate 4 Name - post
Post-Election Survey Contextual Variables,564,,LegName_post,Legislature name - post
Post-Election Survey Contextual Variables,565,,LowerChamberName_post,Lower chamber name - post
Post-Election Survey Contextual Variables,566,SenCand1Gender_post,,Senate Candidate 1 Gender
Post-Election Survey Contextual Variables,567,SenCand1Incumbent_post,SenCand1Incumbent_post,Senate Candidate 1 Incumbent - post
Post-Election Survey Contextual Variables,568,,SenCand1Name_post,Senate Candidate 1 Name - post
Post-Election Survey Contextual Variables,569,SenCand1Party_post,SenCand1Party_post,Senate Candidate 1 Party - post
Post-Election Survey Contextual Variables,570,SenCand2Gender_post,,Senate Candidate 2 Gender
Post-Election Survey Contextual Variables,571,SenCand2Incumbent_post,SenCand2Incumbent_post,Senate Candidate 2 Incumbent - post
Post-Election Survey Contextual Variables,572,,SenCand2Name_post,Senate Candidate 2 Name - post
Post-Election Survey Contextual Variables,573,SenCand2Party_post,SenCand2Party_post,Senate Candidate 2 Party - post
Post-Election Survey Contextual Variables,574,SenCand3Gender_post,,Senate Candidate 3 Gender
Post-Election Survey Contextual Variables,575,,SenCand3Name_post,Senate Candidate 3 Name - post
Post-Election Survey Contextual Variables,576,SenCand3Party_post,SenCand3Party_post,Senate Candidate 3 Party - post
Post-Election Survey Contextual Variables,577,,SenCand4Name_post,Senate Candidate 4 Name - post
Post-Election Survey Contextual Variables,578,,SenCand4Party_post,Senate Candidate 4 Party - post
,579,,starttime_post,Interview Start Time- post
,580,,endttime_post,Interview End Time- post
,581,,starttime_pre,Interview Start Time
,582,,endtime_pre,Interview End Time
